txn_id,account_id,timestamp,amount,txn_type,merchant,channel,country,hour,account_age_days,txn_count_24h,prev_txn_minutes,label
TXN10009408,ACC221339,2026-04-25 08:48:00,1781.86,transfer_out,-,atm,TH,8,2273,8,194,NORMAL
TXN10009409,ACC950154,2026-04-28 17:40:00,36.81,purchase,Makro,mobile,TH,17,935,6,109,NORMAL
TXN10009410,ACC312439,2026-04-13 16:07:00,131.2,purchase,Makro,atm,MY,16,872,2,93,NORMAL
TXN10009411,ACC946208,2026-04-06 12:12:00,979.46,purchase,Grab,mobile,TH,12,423,8,163,NORMAL
TXN10009412,ACC224241,2026-04-16 13:19:00,316.75,purchase,Tops Market,web,TH,13,1081,8,431,NORMAL
TXN10009413,ACC268531,2026-04-27 11:19:00,643.99,purchase,Central,mobile,TH,11,2035,6,351,NORMAL
TXN10009414,ACC569882,2026-04-24 18:55:00,4709.69,transfer_out,-,mobile,TH,18,1082,8,588,NORMAL
TXN10009415,ACC645671,2026-04-17 12:29:00,754.86,purchase,Tops Market,mobile,TH,12,3395,8,1798,NORMAL
TXN10009416,ACC171845,2026-04-28 08:49:00,1991.83,transfer_out,-,atm,TH,8,1339,4,459,NORMAL
TXN10009417,ACC332273,2026-04-06 08:52:00,12986.11,transfer_out,-,mobile,TH,8,2585,7,109,NORMAL
TXN10009418,ACC546458,2026-04-21 14:08:00,597.6,purchase,Big C,web,JP,14,1257,1,194,NORMAL
TXN10009419,ACC342859,2026-04-27 17:40:00,300.91,purchase,Makro,atm,JP,17,2313,2,57,NORMAL
TXN10009420,ACC595129,2026-04-19 11:11:00,234.38,purchase,Tops Market,atm,JP,11,213,6,198,NORMAL
TXN10009421,ACC150827,2026-04-10 08:41:00,1916.67,transfer_out,-,web,SG,8,1752,5,191,NORMAL
TXN10009422,ACC644741,2026-04-26 08:48:00,2305.96,transfer_out,-,mobile,SG,8,3248,4,58,NORMAL
TXN10009423,ACC191406,2026-04-03 16:02:00,150.46,purchase,Grab,atm,SG,16,1826,3,115,NORMAL
TXN10009424,ACC744664,2026-04-30 18:14:00,6228.83,transfer_out,-,mobile,TH,18,1076,6,174,NORMAL
TXN10009425,ACC682982,2026-04-11 20:20:00,1175.47,purchase,PTT Station,mobile,TH,20,3307,8,235,NORMAL
TXN10009426,ACC816966,2026-04-19 15:28:00,4124.44,transfer_out,-,mobile,SG,15,1691,7,20,NORMAL
TXN10009427,ACC593839,2026-04-02 08:19:00,63821.82,transfer_out,-,mobile,TH,8,67,19,10,MULE
TXN10009428,ACC573160,2026-04-07 14:19:00,1031.44,purchase,Tops Market,mobile,TH,14,2388,3,21,NORMAL
TXN10009429,ACC119921,2026-04-15 05:07:00,522.09,purchase,Grab,mobile,SG,5,1712,4,637,NORMAL
TXN10009430,ACC196685,2026-04-27 14:11:00,3702.51,transfer_out,-,atm,TH,14,1039,3,2401,NORMAL
TXN10009431,ACC275857,2026-04-03 05:58:00,2556.02,transfer_out,-,mobile,TH,5,94,3,217,NORMAL
TXN10009432,ACC750213,2026-04-22 14:32:00,198.42,purchase,Tops Market,mobile,SG,14,234,3,538,NORMAL
TXN10009433,ACC476558,2026-04-28 09:40:00,112.03,purchase,Big C,web,TH,9,1611,2,122,NORMAL
TXN10009434,ACC110758,2026-04-27 06:14:00,96398.04,transfer_in,-,mobile,MY,6,41,8,24,MULE
TXN10009435,ACC258607,2026-04-17 09:00:00,453.8,purchase,Big C,mobile,TH,9,1672,1,305,NORMAL
TXN10009436,ACC771226,2026-04-15 01:23:00,181.1,purchase,Foreign Online Shop,web,NG,1,2123,14,1,FRAUD
TXN10009437,ACC513976,2026-04-30 12:33:00,165.09,purchase,7-Eleven,mobile,TH,12,721,7,30,NORMAL
TXN10009438,ACC448266,2026-04-12 17:59:00,622.68,transfer_out,-,atm,TH,17,3155,2,426,NORMAL
TXN10009439,ACC508678,2026-04-15 19:39:00,320.83,purchase,Central,atm,TH,19,2201,1,241,NORMAL
TXN10009440,ACC270610,2026-04-28 18:56:00,331.26,purchase,Tops Market,web,SG,18,1799,8,85,NORMAL
TXN10009441,ACC949361,2026-04-24 14:18:00,1334.89,transfer_in,-,mobile,JP,14,1447,2,1172,NORMAL
TXN10009442,ACC454143,2026-04-08 17:31:00,156.72,purchase,Grab,mobile,SG,17,574,5,42,NORMAL
TXN10009443,ACC477503,2026-04-30 13:17:00,1065.79,transfer_out,-,web,JP,13,2283,8,207,NORMAL
TXN10009444,ACC347183,2026-04-04 14:43:00,1434.59,purchase,Central,web,TH,14,2630,5,183,NORMAL
TXN10009445,ACC494330,2026-04-18 17:11:00,3091.69,transfer_out,-,atm,TH,17,554,7,521,NORMAL
TXN10009446,ACC237523,2026-04-11 17:09:00,593.91,purchase,Lotus's,mobile,TH,17,1352,4,37,NORMAL
TXN10009447,ACC696951,2026-04-07 13:25:00,612.31,purchase,Makro,mobile,TH,13,2230,3,141,NORMAL
TXN10009448,ACC513883,2026-04-08 01:23:00,103.6,transfer_out,-,web,RU,1,844,14,1,FRAUD
TXN10009449,ACC169557,2026-04-28 13:06:00,830.07,purchase,Makro,web,TH,13,3459,4,55,NORMAL
TXN10009450,ACC840996,2026-04-18 21:39:00,539.88,purchase,Big C,mobile,TH,21,1085,1,29,NORMAL
TXN10009451,ACC587318,2026-04-30 11:41:00,1114.67,purchase,Shopee,mobile,SG,11,2278,5,728,NORMAL
TXN10009452,ACC478173,2026-04-06 16:52:00,847.49,purchase,7-Eleven,mobile,TH,16,187,5,372,NORMAL
TXN10009453,ACC438685,2026-04-24 13:23:00,1312.11,purchase,Grab,atm,TH,13,3208,5,393,NORMAL
TXN10009454,ACC672324,2026-04-01 17:25:00,69.31,purchase,Grab,web,TH,17,176,1,218,NORMAL
TXN10009455,ACC693645,2026-04-02 13:16:00,717.27,purchase,7-Eleven,branch,TH,13,1368,5,201,NORMAL
TXN10009456,ACC858647,2026-04-02 08:09:00,796.26,purchase,Big C,mobile,JP,8,2834,2,45,NORMAL
TXN10009457,ACC680842,2026-04-27 21:40:00,218.27,purchase,Shopee,mobile,TH,21,2536,5,297,NORMAL
TXN10009458,ACC339200,2026-04-22 17:06:00,831.6,purchase,Lazada,mobile,SG,17,570,7,365,NORMAL
TXN10009459,ACC819931,2026-04-01 16:07:00,177877.48,transfer_in,-,mobile,SG,16,32,11,5,MULE
TXN10009460,ACC460614,2026-04-11 11:14:00,1873.71,transfer_in,-,branch,SG,11,2162,8,77,NORMAL
TXN10009461,ACC427068,2026-04-08 04:27:00,71002.01,transfer_out,-,mobile,MY,4,21,19,22,MULE
TXN10009462,ACC898646,2026-04-20 17:27:00,1605.94,purchase,Grab,atm,JP,17,2615,8,223,NORMAL
TXN10009463,ACC591669,2026-04-04 16:39:00,8016.16,transfer_out,-,mobile,TH,16,1105,8,259,NORMAL
TXN10009464,ACC431121,2026-04-08 14:25:00,751.33,purchase,7-Eleven,atm,MY,14,3226,7,326,NORMAL
TXN10009465,ACC238909,2026-04-06 12:00:00,7391.71,transfer_in,-,web,MY,12,2026,3,52,NORMAL
TXN10009466,ACC226607,2026-04-11 12:05:00,171.45,purchase,Lazada,web,MY,12,2069,4,109,NORMAL
TXN10009467,ACC634430,2026-04-08 16:09:00,1116.48,transfer_out,-,branch,SG,16,936,7,150,NORMAL
TXN10009468,ACC399603,2026-04-09 03:39:00,321.95,transfer_out,-,mobile,UA,3,3092,7,5,FRAUD
TXN10009469,ACC628001,2026-04-17 16:03:00,446.86,purchase,Lotus's,web,TH,16,1137,4,196,NORMAL
TXN10009470,ACC969487,2026-04-12 15:46:00,1761.49,transfer_out,-,mobile,TH,15,2896,5,114,NORMAL
TXN10009471,ACC442879,2026-04-27 17:11:00,8791.12,transfer_out,-,web,TH,17,3131,6,402,NORMAL
TXN10009472,ACC388107,2026-04-20 10:40:00,706.82,purchase,Lazada,mobile,SG,10,1937,6,65,NORMAL
TXN10009473,ACC857337,2026-04-22 14:38:00,630.99,purchase,Grab,mobile,TH,14,1143,6,77,NORMAL
TXN10009474,ACC553687,2026-04-12 09:56:00,2965.89,transfer_out,-,web,MY,9,1519,2,1782,NORMAL
TXN10009475,ACC347818,2026-04-01 20:02:00,355.29,purchase,7-Eleven,atm,TH,20,1580,2,403,NORMAL
TXN10009476,ACC386351,2026-04-21 20:16:00,334.2,purchase,Central,mobile,JP,20,1404,5,286,NORMAL
TXN10009477,ACC878323,2026-04-24 12:49:00,4037.38,transfer_out,-,mobile,TH,12,2397,7,1155,NORMAL
TXN10009478,ACC999491,2026-04-06 20:21:00,684.39,purchase,Grab,mobile,TH,20,3094,3,63,NORMAL
TXN10009479,ACC713272,2026-04-08 21:55:00,135.44,purchase,Tops Market,mobile,MY,21,2785,1,119,NORMAL
TXN10009480,ACC514120,2026-04-25 15:32:00,5516.49,transfer_in,-,atm,JP,15,3488,3,255,NORMAL
TXN10009481,ACC543798,2026-04-14 09:18:00,893.73,purchase,Tops Market,atm,TH,9,1775,7,491,NORMAL
TXN10009482,ACC982680,2026-04-10 09:36:00,763.83,purchase,Big C,atm,TH,9,1851,8,379,NORMAL
TXN10009483,ACC420650,2026-04-19 10:32:00,1071.56,purchase,Shopee,web,SG,10,2928,6,195,NORMAL
TXN10009484,ACC817715,2026-04-10 13:54:00,11712.75,transfer_in,-,atm,MY,13,1118,5,948,NORMAL
TXN10009485,ACC813954,2026-04-16 20:23:00,2427.93,purchase,Lotus's,mobile,TH,20,248,7,335,NORMAL
TXN10009486,ACC559561,2026-04-07 09:47:00,263.22,purchase,Lazada,mobile,TH,9,68,5,92,NORMAL
TXN10009487,ACC601486,2026-04-15 15:57:00,13896.37,transfer_in,-,mobile,SG,15,1253,3,131,NORMAL
TXN10009488,ACC159661,2026-04-05 18:16:00,1858.63,transfer_in,-,web,MY,18,3213,6,151,NORMAL
TXN10009489,ACC137244,2026-04-24 15:56:00,6237.67,transfer_out,-,mobile,TH,15,2130,3,898,NORMAL
TXN10009490,ACC419567,2026-04-14 09:06:00,84.83,purchase,PTT Station,mobile,TH,9,2104,7,641,NORMAL
TXN10009491,ACC478173,2026-04-09 16:16:00,9188.35,transfer_in,-,atm,TH,16,512,7,155,NORMAL
TXN10009492,ACC525484,2026-04-20 01:56:00,129541.89,transfer_out,-,web,GB,1,3070,14,36,FRAUD
TXN10009493,ACC828821,2026-04-15 05:11:00,219.35,purchase,Central,web,TH,5,1278,6,157,NORMAL
TXN10009494,ACC358697,2026-04-27 16:59:00,188948.11,transfer_in,-,mobile,US,16,13,29,22,MULE
TXN10009495,ACC453542,2026-04-12 08:09:00,112649.06,transfer_out,-,web,US,8,10,4,21,MULE
TXN10009496,ACC634430,2026-04-01 09:41:00,2294.81,purchase,Shopee,atm,SG,9,2295,6,292,NORMAL
TXN10009497,ACC153634,2026-04-18 10:13:00,578.89,purchase,Lazada,mobile,SG,10,3083,6,518,NORMAL
TXN10009498,ACC224241,2026-04-04 12:36:00,2492.29,transfer_out,-,mobile,MY,12,1353,3,171,NORMAL
TXN10009499,ACC169847,2026-04-25 02:50:00,46903.94,transfer_out,-,web,US,2,2849,4,16,FRAUD
TXN10009500,ACC239865,2026-04-27 16:06:00,324.67,purchase,Tops Market,atm,TH,16,2565,1,397,NORMAL
TXN10009501,ACC540284,2026-04-02 16:16:00,6268.33,transfer_out,-,mobile,MY,16,2136,3,228,NORMAL
TXN10009502,ACC955397,2026-04-16 13:51:00,3541.09,transfer_in,-,mobile,TH,13,2177,8,1803,NORMAL
TXN10009503,ACC900547,2026-04-03 04:37:00,31619.37,transfer_out,-,web,UA,4,3073,13,30,FRAUD
TXN10009504,ACC813160,2026-04-23 15:09:00,83.69,purchase,Grab,mobile,TH,15,2949,1,193,NORMAL
TXN10009505,ACC306452,2026-04-11 21:03:00,36776.92,transfer_in,-,mobile,CN,21,81,21,23,MULE
TXN10009506,ACC955543,2026-04-04 08:10:00,39249.21,transfer_out,-,mobile,TH,8,70,11,10,MULE
TXN10009507,ACC740358,2026-04-23 16:56:00,106.5,purchase,Shopee,web,TH,16,912,1,45,NORMAL
TXN10009508,ACC603841,2026-04-16 12:38:00,6728.73,transfer_in,-,mobile,TH,12,1710,8,343,NORMAL
TXN10009509,ACC984215,2026-04-12 09:43:00,3824.08,transfer_in,-,web,TH,9,1865,5,478,NORMAL
TXN10009510,ACC565517,2026-04-28 14:19:00,262.36,purchase,Tops Market,web,TH,14,2753,7,57,NORMAL
TXN10009511,ACC789431,2026-04-06 14:56:00,948.1,purchase,Lazada,web,SG,14,1512,6,53,NORMAL
TXN10009512,ACC305037,2026-04-17 12:21:00,10919.82,transfer_out,-,mobile,MY,12,2246,2,290,NORMAL
TXN10009513,ACC888631,2026-04-17 12:51:00,500.6,purchase,Makro,mobile,TH,12,401,2,66,NORMAL
TXN10009514,ACC653956,2026-04-05 18:40:00,1297.64,purchase,Makro,mobile,TH,18,676,6,274,NORMAL
TXN10009515,ACC428875,2026-04-11 17:44:00,203.77,purchase,Lotus's,mobile,TH,17,2888,8,1961,NORMAL
TXN10009516,ACC577415,2026-04-04 10:31:00,191.42,purchase,Grab,atm,TH,10,1765,8,192,NORMAL
TXN10009517,ACC245784,2026-04-26 21:21:00,2830.08,transfer_out,-,mobile,SG,21,3344,3,289,NORMAL
TXN10009518,ACC253656,2026-04-01 14:24:00,2872.12,transfer_in,-,web,TH,14,3348,7,1050,NORMAL
TXN10009519,ACC458846,2026-04-08 15:17:00,3294.87,transfer_in,-,branch,JP,15,1099,7,103,NORMAL
TXN10009520,ACC715186,2026-04-23 11:44:00,464.94,purchase,Makro,mobile,TH,11,2916,5,170,NORMAL
TXN10009521,ACC913110,2026-04-10 17:44:00,4304.72,transfer_out,-,mobile,MY,17,528,6,229,NORMAL
TXN10009522,ACC654735,2026-04-27 07:12:00,425.42,purchase,7-Eleven,mobile,MY,7,3305,3,456,NORMAL
TXN10009523,ACC998650,2026-04-14 13:08:00,223.48,purchase,Grab,web,TH,13,2536,8,348,NORMAL
TXN10009524,ACC967135,2026-04-14 15:15:00,332.54,purchase,Tops Market,mobile,JP,15,2732,4,86,NORMAL
TXN10009525,ACC810763,2026-04-16 15:31:00,543.14,purchase,Central,mobile,JP,15,1651,1,973,NORMAL
TXN10009526,ACC173338,2026-04-24 20:16:00,308.97,purchase,Big C,atm,SG,20,960,6,209,NORMAL
TXN10009527,ACC790520,2026-04-24 10:42:00,116.38,purchase,Lazada,mobile,TH,10,774,8,70,NORMAL
TXN10009528,ACC885371,2026-04-28 18:06:00,168.47,purchase,Makro,mobile,JP,18,1595,7,759,NORMAL
TXN10009529,ACC974106,2026-04-17 09:13:00,7367.32,transfer_out,-,mobile,TH,9,315,4,125,NORMAL
TXN10009530,ACC347932,2026-04-17 03:51:00,463937.82,purchase,Crypto Exchange,web,JP,3,739,8,642,FRAUD
TXN10009531,ACC783574,2026-04-01 19:08:00,1142.34,purchase,Grab,atm,TH,19,3343,6,687,NORMAL
TXN10009532,ACC259790,2026-04-08 05:07:00,53.23,purchase,Crypto Exchange,web,CN,5,989,8,8,FRAUD
TXN10009533,ACC309710,2026-04-13 15:31:00,177.58,purchase,Makro,mobile,TH,15,1077,5,155,NORMAL
TXN10009534,ACC801647,2026-04-05 03:04:00,78508.14,transfer_out,-,mobile,TH,3,267,6,36,FRAUD
TXN10009535,ACC682982,2026-04-06 14:19:00,1397.02,purchase,Lazada,mobile,SG,14,2253,3,142,NORMAL
TXN10009536,ACC360997,2026-04-16 09:38:00,885.06,purchase,Makro,branch,MY,9,1456,3,34,NORMAL
TXN10009537,ACC697693,2026-04-28 07:46:00,10320.63,transfer_out,-,mobile,TH,7,2454,6,106,NORMAL
TXN10009538,ACC292055,2026-04-18 13:09:00,3466.2,transfer_out,-,web,MY,13,1568,4,182,NORMAL
TXN10009539,ACC480651,2026-04-19 20:42:00,6588.21,transfer_in,-,mobile,JP,20,3480,4,56,NORMAL
TXN10009540,ACC130588,2026-04-29 16:39:00,5671.53,transfer_out,-,web,TH,16,893,2,121,NORMAL
TXN10009541,ACC781417,2026-04-20 13:47:00,957.62,purchase,Big C,mobile,SG,13,2416,5,503,NORMAL
TXN10009542,ACC367562,2026-04-12 18:40:00,2754.53,transfer_in,-,mobile,TH,18,102,1,147,NORMAL
TXN10009543,ACC163365,2026-04-27 19:31:00,2908.13,transfer_in,-,mobile,MY,19,1932,2,152,NORMAL
TXN10009544,ACC884652,2026-04-11 16:34:00,18711.98,transfer_out,-,mobile,TH,16,2076,6,872,NORMAL
TXN10009545,ACC543642,2026-04-03 13:10:00,324.58,transfer_in,-,web,JP,13,798,6,49,NORMAL
TXN10009546,ACC874021,2026-04-28 15:13:00,597.06,purchase,Grab,web,TH,15,3302,2,53,NORMAL
TXN10009547,ACC828821,2026-04-08 16:00:00,8326.94,transfer_out,-,mobile,TH,16,217,5,144,NORMAL
TXN10009548,ACC900604,2026-04-05 08:17:00,645.37,purchase,Shopee,web,TH,8,2907,4,277,NORMAL
TXN10009549,ACC246025,2026-04-05 19:42:00,416.62,purchase,PTT Station,mobile,TH,19,2696,2,173,NORMAL
TXN10009550,ACC332757,2026-04-16 01:15:00,100044.24,purchase,Foreign Online Shop,web,CN,1,3118,9,28,FRAUD
TXN10009551,ACC572922,2026-04-02 17:50:00,1423.66,purchase,Shopee,branch,MY,17,420,3,778,NORMAL
TXN10009552,ACC122431,2026-04-26 11:11:00,764.04,transfer_out,-,atm,JP,11,1062,5,823,NORMAL
TXN10009553,ACC123775,2026-04-01 09:25:00,200.88,purchase,Big C,mobile,SG,9,1623,5,363,NORMAL
TXN10009554,ACC990812,2026-04-15 11:58:00,255.21,purchase,Central,mobile,JP,11,1824,7,1067,NORMAL
TXN10009555,ACC759706,2026-04-27 08:51:00,292.3,purchase,Tops Market,atm,TH,8,570,3,71,NORMAL
TXN10009556,ACC942680,2026-04-16 08:39:00,1298.07,purchase,Makro,branch,TH,8,2683,5,1072,NORMAL
TXN10009557,ACC489851,2026-04-18 17:16:00,521.85,purchase,Big C,mobile,TH,17,1888,8,147,NORMAL
TXN10009558,ACC202500,2026-04-01 17:06:00,287.95,purchase,Tops Market,web,TH,17,3201,2,540,NORMAL
TXN10009559,ACC110210,2026-04-18 17:31:00,1532.83,transfer_out,-,mobile,MY,17,842,7,296,NORMAL
TXN10009560,ACC926308,2026-04-17 16:01:00,6775.76,transfer_out,-,atm,TH,16,2298,1,113,NORMAL
TXN10009561,ACC386852,2026-04-03 01:28:00,400499.7,purchase,Gift Card Reseller,web,JP,1,1794,8,602,FRAUD
TXN10009562,ACC490763,2026-04-16 16:23:00,331.03,purchase,Central,mobile,SG,16,2743,6,269,NORMAL
TXN10009563,ACC847951,2026-04-25 13:33:00,2484.75,transfer_out,-,mobile,TH,13,1396,2,2760,NORMAL
TXN10009564,ACC253227,2026-04-04 16:16:00,3224.33,transfer_out,-,mobile,TH,16,2534,1,158,NORMAL
TXN10009565,ACC357841,2026-04-16 13:19:00,17087.89,transfer_out,-,web,TH,13,653,6,133,NORMAL
TXN10009566,ACC315007,2026-04-29 18:06:00,9382.49,transfer_out,-,atm,TH,18,1585,4,390,NORMAL
TXN10009567,ACC502301,2026-04-04 01:22:00,31836.69,purchase,Foreign Online Shop,web,SG,1,2800,9,11,FRAUD
TXN10009568,ACC915503,2026-04-23 13:23:00,1232.66,transfer_out,-,mobile,TH,13,3325,2,441,NORMAL
TXN10009569,ACC942680,2026-04-05 18:43:00,273.75,purchase,Grab,mobile,JP,18,2567,4,352,NORMAL
TXN10009570,ACC214604,2026-04-27 14:05:00,199.67,purchase,Grab,mobile,TH,14,864,8,1010,NORMAL
TXN10009571,ACC962617,2026-04-06 10:58:00,6607.74,transfer_out,-,mobile,TH,10,1904,6,439,NORMAL
TXN10009572,ACC102966,2026-04-17 15:56:00,926.01,purchase,Lazada,atm,SG,15,1768,8,181,NORMAL
TXN10009573,ACC369992,2026-04-02 12:20:00,658.42,purchase,Shopee,atm,TH,12,1250,8,552,NORMAL
TXN10009574,ACC891487,2026-04-17 12:04:00,2350.91,transfer_out,-,atm,MY,12,2378,2,1068,NORMAL
TXN10009575,ACC225964,2026-04-01 09:41:00,2257.94,transfer_out,-,web,JP,9,762,6,276,NORMAL
TXN10009576,ACC943622,2026-04-26 10:28:00,382.66,purchase,Grab,web,TH,10,1170,5,96,NORMAL
TXN10009577,ACC463841,2026-04-21 22:45:00,18423.12,transfer_out,-,web,TH,22,2430,6,343,NORMAL
TXN10009578,ACC839085,2026-04-24 12:57:00,1987.12,purchase,7-Eleven,web,TH,12,1012,4,271,NORMAL
TXN10009579,ACC878290,2026-04-21 00:09:00,292090.13,transfer_out,-,web,NG,0,323,7,272,FRAUD
TXN10009580,ACC151531,2026-04-26 06:09:00,4648.61,transfer_out,-,mobile,TH,6,2113,5,189,NORMAL
TXN10009581,ACC942957,2026-04-30 12:38:00,172.08,purchase,Big C,mobile,TH,12,525,4,446,NORMAL
TXN10009582,ACC635378,2026-04-02 16:01:00,4740.68,transfer_out,-,mobile,TH,16,3211,2,592,NORMAL
TXN10009583,ACC517086,2026-04-22 20:19:00,875.54,purchase,7-Eleven,mobile,TH,20,1045,8,53,NORMAL
TXN10009584,ACC150424,2026-04-09 17:04:00,1893.47,transfer_in,-,web,TH,17,425,6,296,NORMAL
TXN10009585,ACC226023,2026-04-30 04:11:00,415957.16,transfer_out,-,web,TH,4,2368,14,360,FRAUD
TXN10009586,ACC621086,2026-04-15 14:00:00,325.62,purchase,Lotus's,mobile,TH,14,932,2,918,NORMAL
TXN10009587,ACC184110,2026-04-15 12:31:00,3010.03,transfer_in,-,mobile,TH,12,1805,5,308,NORMAL
TXN10009588,ACC500686,2026-04-17 11:11:00,1417.15,purchase,PTT Station,atm,TH,11,1071,4,1399,NORMAL
TXN10009589,ACC674069,2026-04-22 08:29:00,2586.46,purchase,PTT Station,web,TH,8,3136,8,623,NORMAL
TXN10009590,ACC469455,2026-04-07 02:27:00,89794.82,transfer_out,-,web,US,2,73,11,15,MULE
TXN10009591,ACC806332,2026-04-08 10:40:00,139628.69,transfer_out,-,mobile,VN,10,2997,10,202,FRAUD
TXN10009592,ACC584414,2026-04-21 15:35:00,10698.77,transfer_in,-,mobile,TH,15,1343,5,503,NORMAL
TXN10009593,ACC996319,2026-04-16 18:12:00,2184.09,purchase,7-Eleven,mobile,TH,18,94,1,439,NORMAL
TXN10009594,ACC307890,2026-04-17 06:27:00,1818.17,transfer_in,-,mobile,TH,6,415,1,452,NORMAL
TXN10009595,ACC908262,2026-04-01 11:59:00,493.05,transfer_in,-,mobile,MY,11,3473,4,456,NORMAL
TXN10009596,ACC500566,2026-04-22 11:47:00,862.8,purchase,Lazada,mobile,TH,11,707,2,131,NORMAL
TXN10009597,ACC502767,2026-04-25 15:39:00,132.79,purchase,Central,mobile,SG,15,577,1,60,NORMAL
TXN10009598,ACC475342,2026-04-13 19:09:00,819.6,purchase,7-Eleven,mobile,MY,19,1286,1,116,NORMAL
TXN10009599,ACC430283,2026-04-30 08:12:00,330.1,purchase,PTT Station,mobile,TH,8,634,2,285,NORMAL
TXN10009600,ACC573201,2026-04-15 16:59:00,144716.87,transfer_out,-,mobile,JP,16,50,19,13,MULE
TXN10009601,ACC978489,2026-04-13 21:42:00,6384.06,transfer_out,-,web,TH,21,1979,2,20,NORMAL
TXN10009602,ACC665512,2026-04-05 16:39:00,309.21,purchase,Makro,mobile,JP,16,3339,2,296,NORMAL
TXN10009603,ACC853943,2026-04-16 15:46:00,26750.81,transfer_in,-,web,MY,15,42,16,15,MULE
TXN10009604,ACC355947,2026-04-15 16:02:00,2174.76,transfer_out,-,mobile,TH,16,1342,3,1326,NORMAL
TXN10009605,ACC137008,2026-04-23 10:20:00,257.21,purchase,PTT Station,atm,TH,10,1066,2,220,NORMAL
TXN10009606,ACC769996,2026-04-01 08:07:00,82.03,purchase,Lotus's,mobile,MY,8,1077,5,279,NORMAL
TXN10009607,ACC365738,2026-04-21 13:52:00,4032.13,transfer_out,-,branch,TH,13,2848,8,128,NORMAL
TXN10009608,ACC947789,2026-04-22 15:46:00,353.83,purchase,Central,atm,MY,15,2741,8,317,NORMAL
TXN10009609,ACC663375,2026-04-16 12:37:00,284.39,transfer_in,-,web,TH,12,1622,1,114,NORMAL
TXN10009610,ACC644912,2026-04-06 20:10:00,1873.97,transfer_out,-,web,MY,20,3067,4,191,NORMAL
TXN10009611,ACC987361,2026-04-14 08:21:00,405.49,purchase,Lazada,web,TH,8,475,3,525,NORMAL
TXN10009612,ACC558192,2026-04-11 05:07:00,1829.81,transfer_in,-,mobile,TH,5,156,3,142,NORMAL
TXN10009613,ACC530093,2026-04-12 10:23:00,174.07,purchase,Big C,mobile,TH,10,1209,1,157,NORMAL
TXN10009614,ACC839503,2026-04-13 12:51:00,641.01,purchase,PTT Station,atm,TH,12,1037,2,162,NORMAL
TXN10009615,ACC563828,2026-04-29 18:42:00,10072.69,transfer_out,-,mobile,SG,18,2132,2,152,NORMAL
TXN10009616,ACC841146,2026-04-17 02:12:00,91645.85,transfer_out,-,mobile,TH,2,8,26,7,MULE
TXN10009617,ACC894100,2026-04-06 18:08:00,475.25,purchase,Tops Market,web,JP,18,1823,7,368,NORMAL
TXN10009618,ACC484331,2026-04-08 16:48:00,80483.65,transfer_out,-,mobile,NG,16,78,25,10,MULE
TXN10009619,ACC962617,2026-04-06 04:20:00,70773.09,purchase,Foreign Online Shop,web,TH,4,1601,6,40,FRAUD
TXN10009620,ACC944514,2026-04-26 03:13:00,118145.56,transfer_out,-,web,RU,3,1397,12,759,FRAUD
TXN10009621,ACC264713,2026-04-06 00:36:00,323167.08,transfer_out,-,mobile,VN,0,3266,9,332,FRAUD
TXN10009622,ACC323783,2026-04-09 14:45:00,3129.12,transfer_in,-,mobile,TH,14,1594,5,868,NORMAL
TXN10009623,ACC356094,2026-04-07 17:03:00,468.57,purchase,Big C,mobile,TH,17,1095,4,742,NORMAL
TXN10009624,ACC493023,2026-04-09 11:48:00,745.76,purchase,Shopee,web,SG,11,445,6,334,NORMAL
TXN10009625,ACC624568,2026-04-20 14:54:00,806.73,purchase,Tops Market,branch,TH,14,2073,6,107,NORMAL
TXN10009626,ACC968573,2026-04-14 19:08:00,427.62,purchase,7-Eleven,mobile,TH,19,1289,8,217,NORMAL
TXN10009627,ACC118017,2026-04-03 19:40:00,5136.17,transfer_out,-,web,TH,19,1210,3,112,NORMAL
TXN10009628,ACC689512,2026-04-28 14:01:00,1302.44,transfer_in,-,atm,TH,14,90,3,999,NORMAL
TXN10009629,ACC898113,2026-04-09 13:15:00,407.58,purchase,Central,atm,TH,13,73,1,364,NORMAL
TXN10009630,ACC542214,2026-04-15 13:04:00,495.28,purchase,Central,web,TH,13,2507,7,275,NORMAL
TXN10009631,ACC675122,2026-04-24 12:20:00,219.89,purchase,7-Eleven,atm,TH,12,3171,4,124,NORMAL
TXN10009632,ACC257195,2026-04-24 16:42:00,6695.14,transfer_out,-,mobile,TH,16,1526,5,407,NORMAL
TXN10009633,ACC250221,2026-04-27 16:27:00,1551.41,transfer_in,-,mobile,TH,16,3340,6,160,NORMAL
TXN10009634,ACC986064,2026-04-30 03:32:00,536.98,purchase,Tops Market,atm,TH,3,1073,4,94,NORMAL
TXN10009635,ACC769996,2026-04-14 11:37:00,416.71,purchase,Big C,mobile,TH,11,2993,8,175,NORMAL
TXN10009636,ACC831378,2026-04-23 00:24:00,183.02,purchase,Unverified Merchant,web,SG,0,2435,8,4,FRAUD
TXN10009637,ACC563776,2026-04-13 01:31:00,2514.59,transfer_out,-,atm,MY,1,242,1,361,NORMAL
TXN10009638,ACC632042,2026-04-27 10:47:00,1235.04,purchase,Central,mobile,TH,10,1557,2,425,NORMAL
TXN10009639,ACC126416,2026-04-26 14:57:00,111.8,purchase,Big C,mobile,TH,14,2435,4,1296,NORMAL
