"TransactionID","isFraud","TransactionDT","TransactionAmt","ProductCD","card1","card2","card3","card4","card5","card6","addr1","addr2","P_emaildomain","R_emaildomain","C1","C2","C3","C4","C5","D1","D2","D3","D4","D15"
3447325,0,11824945,226,"W",17188,321,150,"visa",226,"debit",299,87,"yahoo.com",,1,1,0,0,0,53,53,1,54,54
3447338,0,11825703,50,"H",17188,321,150,"visa",226,"debit",299,87,"mac.com","hotmail.com",1,2,0,1,0,0,,,,
3447365,0,11826866,226,"W",12235,478,150,"visa",226,"credit",184,87,"verizon.net",,1,2,0,0,0,496,496,3,496,496
3447400,0,11828472,87,"W",14182,562,150,"mastercard",102,"credit",204,87,"yahoo.com",,3,1,0,0,0,0,,,0,0
3447422,0,11829556,29,"W",13739,350,150,"mastercard",117,"debit",226,87,"yahoo.com",,1,1,0,0,0,44,44,1,614,614
3447426,0,11829766,107.95,"W",11919,170,150,"mastercard",224,"debit",315,87,,,3,4,0,0,1,33,33,34,,34
3447462,0,11830294,141,"W",2408,571,150,"visa",226,"debit",123,87,"sbcglobal.net",,7,2,0,0,0,0,,,78,276
3447486,0,11830694,68.95,"W",15542,543,150,"mastercard",126,"debit",143,87,"gmail.com",,2,2,0,0,1,57,57,58,58,58
3447488,0,11830754,30.95,"W",15066,170,150,"mastercard",102,"credit",264,87,"gmail.com",,1,1,0,0,1,0,,,0,0
3447498,0,11830906,59,"W",1342,514,150,"mastercard",224,"debit",325,87,"aol.com",,3,2,0,0,0,12,12,0,201,36
3447573,1,11832165,68.95,"W",7664,490,150,"visa",226,"debit",264,87,"yahoo.com",,14,20,0,0,17,302,302,8,42,269
3447586,0,11832357,107.95,"W",7653,216,150,"visa",226,"credit",512,87,"icloud.com",,2,3,0,0,3,112,112,40,112,112
3447633,0,11833120,107.95,"W",6086,555,150,"visa",226,"debit",315,87,"yahoo.com",,3,2,0,0,1,139,139,62,0,62
3447653,0,11833557,100,"R",17131,111,150,"mastercard",224,"debit",472,87,"hotmail.com","yahoo.com",1,1,0,1,0,0,,,,
3447664,0,11833616,13.095,"C",5812,408,185,"mastercard",224,"debit",,,"hotmail.com","hotmail.com",1,4,0,1,0,149,4,5,149,5
3447678,0,11833952,25.95,"W",1342,514,150,"mastercard",224,"debit",,,"outlook.com",,1,0,0,0,1,0,,,0,0
3447679,0,11833955,30.95,"W",1039,391,150,"visa",166,"debit",143,87,"gmail.com",,6,7,0,0,2,0,,,387,387
3447682,0,11833973,311.95,"W",17188,321,150,"visa",226,"debit",299,87,,,3,2,0,0,1,112,112,22,,606
3447706,0,11834485,150,"H",6782,399,150,"american express",118,"credit",310,87,"yahoo.com","gmail.com",1,1,0,1,0,0,,,,
3447713,0,11834615,59,"W",7638,174,150,"visa",166,"debit",272,87,"yahoo.com",,1,2,0,0,0,75,75,0,71,71
3447731,0,11834867,58.95,"W",1078,512,150,"visa",226,"debit",143,87,"gmail.com",,6,7,0,0,4,19,19,13,41,0
3447783,0,11835789,166.99,"W",14080,133,150,"visa",226,"debit",330,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3447825,0,11836579,149.95,"W",7508,321,150,"visa",226,"debit",110,87,,,3,1,0,0,2,317,317,4,,135
3447846,0,11836784,280,"W",11207,361,150,"visa",226,"debit",126,87,"gmail.com",,4,7,0,0,0,0,,,0,374
3447870,0,11837148,171,"W",6933,477,150,"mastercard",117,"debit",498,87,"gmail.com",,3,3,0,0,0,12,12,11,611,611
3447881,0,11837334,107.95,"W",4436,174,150,"visa",226,"debit",494,87,"gmail.com",,3,3,0,0,2,0,,,600,600
3447924,0,11837994,22.071,"C",10616,583,150,"visa",226,"credit",,,"yahoo.com","yahoo.com",1,2,0,1,0,1,1,1,1,1
3447925,0,11838032,59,"W",8394,490,150,"visa",226,"debit",330,87,,,1,1,0,0,0,0,,,,0
3447935,0,11838235,44,"W",3084,555,150,"visa",226,"debit",315,87,,,58,58,0,0,147,426,426,6,,425
3447941,0,11838328,48.95,"W",6778,369,150,"mastercard",224,"debit",191,87,,,4,5,0,0,5,414,414,7,,413
3447948,0,11838457,12.972,"C",15885,545,185,"visa",138,"debit",,,"gmail.com","gmail.com",2,2,0,1,0,0,,,132,0
3447951,0,11838484,67.95,"W",10447,490,150,"visa",226,"debit",315,87,"hotmail.com",,2,3,0,0,2,287,287,14,286,286
3447967,0,11838713,159.95,"W",11207,361,150,"visa",226,"debit",325,87,,,2,2,0,0,2,178,178,7,,241
3448009,0,11839694,57.95,"W",11465,360,150,"visa",166,"debit",325,87,"yahoo.com",,9,11,0,0,2,186,186,70,186,186
3448055,0,11840543,41.5,"W",3516,360,150,"visa",166,"debit",330,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3448086,0,11841365,100,"W",12839,321,150,"visa",226,"debit",264,87,"anonymous.com",,1,1,0,0,1,0,,,0,0
3448103,0,11841737,87,"W",15128,190,150,"mastercard",117,"debit",299,87,"gmail.com",,8,4,0,0,0,28,28,27,238,554
3448111,0,11841967,57.95,"W",15484,418,150,"visa",226,"debit",264,87,,,3,4,0,0,2,128,128,25,,295
3448134,0,11842512,107.95,"W",16132,111,150,"visa",226,"debit",299,87,"aol.com",,92,91,0,0,115,597,597,0,596,596
3448153,0,11842952,107.95,"W",17399,111,150,"mastercard",224,"debit",204,87,"anonymous.com",,2,3,0,0,1,6,,6,38,44
3448180,0,11843505,57.95,"W",1955,383,150,"visa",226,"debit",498,87,"live.com",,2,1,0,0,1,14,14,14,14,14
3448185,0,11843704,312.95,"W",16661,490,150,"visa",226,"debit",327,87,"yahoo.com",,2,1,0,0,3,0,,,250,250
3448211,0,11844292,107.95,"W",9500,321,150,"visa",226,"debit",204,87,"gmail.com",,93,77,0,0,123,108,108,3,147,413
3448268,0,11845494,68.95,"W",12695,490,150,"visa",226,"debit",231,87,"yahoo.com",,1,1,0,0,1,12,12,9,9,11
3448273,0,11845607,16.6,"C",10876,104,185,"visa",137,"credit",,,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,0,0
3448311,0,11846873,107.95,"W",17234,555,150,"visa",226,"credit",170,87,"twc.com",,7,1,0,0,1,0,,,180,214
3448316,0,11847114,29.51,"C",15885,545,185,"visa",138,"debit",,,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,0,0
3448317,0,11847131,159.95,"W",7664,490,150,"visa",226,"debit",264,87,,,118,119,0,0,96,631,631,25,,617
3448333,0,11847520,49,"W",4438,555,150,"visa",226,"debit",387,87,"bellsouth.net",,1,2,0,0,0,251,251,250,250,250
3448363,0,11848283,52.95,"W",6170,174,150,"visa",226,"debit",315,87,"yahoo.com",,5,3,0,0,1,56,56,14,574,581
3448398,0,11849351,15,"W",12695,490,150,"visa",226,"debit",325,87,"gmail.com",,2,2,0,0,0,13,13,5,13,13
3448419,0,11850081,67.95,"W",7508,321,150,"visa",226,"debit",444,87,,,129,110,0,0,185,604,604,27,,603
3448463,0,11851707,171,"W",4812,268,150,"visa",166,"debit",177,87,"gmail.com",,3,4,0,0,0,0,0,0,185,185
3448483,0,11852207,105.45,"W",16132,111,150,"visa",226,"debit",299,87,"gmail.com",,1,1,0,0,1,212,212,29,605,211
3448493,0,11852460,9.222,"C",5812,408,185,"mastercard",224,"debit",,,"hotmail.com","hotmail.com",1,3,0,2,0,90,90,8,8,8
3448497,0,11852782,82,"W",11862,562,150,"visa",226,"credit",123,87,,,2,1,0,0,0,579,579,53,53,602
3448518,0,11854288,67.95,"W",16132,111,150,"visa",226,"debit",299,87,,,4,2,0,0,3,16,16,15,,72
3448526,0,11854665,47.95,"W",6530,206,150,"mastercard",126,"debit",485,87,"gmail.com",,2,6,0,0,2,53,53,6,65,65
3448555,0,11857889,92,"W",11204,298,150,"visa",226,"debit",272,87,,,1,1,0,0,0,0,,,,15
3448568,1,11858984,120.747,"C",13832,375,185,"mastercard",224,"debit",,,"gmail.com","gmail.com",2,2,0,1,0,0,,,45,0
3448570,0,11859431,45,"W",15562,591,150,"visa",226,"debit",205,87,"gmail.com",,2,5,0,0,0,54,54,17,17,68
3448603,0,11868335,108.95,"W",16876,490,150,"visa",195,"debit",204,87,"aol.com",,6,5,0,0,1,300,300,12,357,391
3448623,0,11872883,335,"W",15773,226,150,"mastercard",102,"credit",325,87,"gmail.com",,3,3,0,0,1,38,38,1,169,397
3448675,0,11877854,311.95,"W",7207,111,150,"visa",226,"debit",204,87,"hotmail.com",,2,2,0,0,2,598,598,34,320,598
3448676,0,11877887,117,"W",12501,490,150,"visa",226,"debit",204,87,"gmail.com",,2,5,0,0,0,13,13,0,25,25
3448688,0,11879014,59,"W",7585,553,150,"visa",226,"credit",337,87,"gmail.com",,2,1,0,0,0,0,,,0,0
3448690,0,11879102,60,"S",10616,583,150,"visa",226,"credit",203,87,,"gmail.com",2,1,0,1,0,217,217,9,,217
3448695,0,11879224,82.95,"W",17556,555,150,"visa",226,"debit",231,87,,,3,3,0,0,3,0,,,,115
3448719,0,11880138,35.95,"W",2392,360,150,"mastercard",126,"debit",472,87,"gmail.com",,2,2,0,0,2,31,31,31,344,344
3448726,0,11880390,67.95,"W",2803,100,150,"visa",226,"debit",315,87,,,2,3,0,0,1,464,464,464,,0
3448729,0,11880492,52.95,"W",16972,174,150,"visa",226,"debit",433,87,,,187,181,0,0,119,244,244,7,,218
3448792,0,11883451,15,"H",10616,583,150,"visa",226,"credit",184,87,"gmail.com",,1,1,0,0,0,0,,,,
3448834,0,11885097,42.95,"W",1444,490,150,"visa",166,"debit",204,87,"yahoo.com",,2,4,0,0,1,343,343,8,343,343
3448837,0,11885187,39,"W",7919,194,150,"mastercard",166,"debit",325,87,"yahoo.com",,2,1,0,0,0,0,,,0,0
3448838,0,11885197,29,"W",8135,247,150,"visa",226,"credit",325,87,"aol.com",,2,1,0,0,0,0,,,0,194
3448850,0,11885812,100,"R",3347,383,150,"visa",144,"credit",299,87,"anonymous.com","yahoo.com",6,3,0,4,0,0,,,,
3448876,0,11886464,154.97,"W",17055,393,150,"mastercard",117,"debit",126,87,"yahoo.com",,4,8,0,0,2,564,564,31,564,564
3448886,0,11886647,83.5,"W",17055,393,150,"mastercard",117,"debit",126,87,"yahoo.com",,4,8,0,0,2,564,564,0,564,564
3448898,0,11886982,50,"R",16659,170,150,"visa",226,"credit",384,87,"gmail.com","aol.com",2,3,0,1,0,0,,,,
3448911,0,11887239,107.95,"W",13108,215,150,"visa",226,"debit",191,87,"aol.com",,2,1,0,0,1,172,172,7,22,172
3448912,0,11887241,30.95,"W",7919,194,150,"mastercard",166,"debit",299,87,"outlook.com",,72,61,0,0,124,295,295,14,441,117
3448933,0,11887696,36.335,"C",12616,490,150,"visa",,"credit",508,60,"anonymous.com","anonymous.com",1,2,0,1,0,628,,,1,1
3448959,0,11888239,15,"S",1675,174,150,"visa",226,"debit",330,87,,"anonymous.com",1,1,0,1,0,0,,,,
3448992,0,11888787,159,"W",18268,583,150,"visa",226,"credit",251,87,"aol.com",,1,2,0,0,0,199,199,5,199,199
3449019,0,11889373,39,"W",1206,517,150,"mastercard",224,"debit",269,87,"gmail",,1,1,0,0,0,0,,,0,0
3449083,0,11890879,145,"W",8414,253,150,"mastercard",224,"debit",327,87,"gmail.com",,1,2,0,0,1,75,75,8,76,76
3449140,0,11892257,117,"W",17720,143,150,"visa",226,"debit",433,87,"gmail.com",,3,1,0,0,0,264,264,7,409,264
3449141,0,11892281,77,"W",10486,514,150,"mastercard",219,"credit",269,87,,,1,1,0,0,0,130,130,65,,583
3449210,0,11893589,59,"W",11218,579,150,"visa",226,"debit",324,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3449211,0,11893614,30.95,"W",8106,555,150,"visa",226,"debit",472,87,"aol.com",,3,3,0,0,2,581,581,27,581,581
3449293,0,11895449,335,"W",13241,310,150,"mastercard",117,"debit",126,87,,,7,11,0,0,0,104,104,1,,104
3449369,0,11897916,40,"H",1764,158,150,"visa",226,"debit",315,87,"yahoo.com","gmail.com",1,1,0,1,0,0,,,,
3449376,0,11898156,47.95,"W",10186,417,150,"visa",226,"debit",325,87,"icloud.com",,109,103,0,0,142,177,177,5,177,177
3449404,0,11898716,107.95,"W",2847,532,150,"mastercard",224,"debit",143,87,"yahoo.com",,1,2,0,0,4,620,620,7,564,621
3449428,0,11899234,260.6,"W",15851,225,150,"mastercard",219,"credit",181,87,"gmail.com",,1,1,0,0,1,0,,,0,0
3449430,0,11899342,209.95,"W",3821,111,150,"mastercard",219,"credit",420,87,,,3,3,0,0,2,16,16,16,,539
3449448,0,11899764,59,"W",9500,321,150,"visa",226,"debit",204,87,"yahoo.com",,1,3,0,0,0,193,193,1,193,193
3449471,0,11900171,26.928,"C",1976,545,185,"visa",102,"credit",,,"gmail.com","gmail.com",1,1,0,1,0,0,,,0,0
3449483,0,11900674,49,"W",2803,100,150,"visa",226,"debit",337,87,"yahoo.com",,1,3,0,0,0,60,60,11,60,60
3449487,0,11900796,100,"R",17321,111,150,"visa",226,"debit",472,87,"anonymous.com","anonymous.com",1,1,0,1,0,0,,,,
3449489,0,11900824,35.95,"W",12839,321,150,"visa",226,"debit",264,87,,,1,1,0,0,5,252,252,5,,252
3449498,0,11901156,57.95,"W",4209,555,150,"visa",226,"debit",264,87,"yahoo.com",,2,1,0,0,2,0,,,433,433
3449507,0,11901378,77,"W",17188,321,150,"visa",226,"debit",225,87,"aol.com",,1,3,0,0,0,258,258,0,259,259
3449545,0,11902154,31.95,"W",12577,268,150,"visa",166,"debit",476,87,,,1,1,0,0,1,4,,4,,0
3449548,0,11902188,107.95,"W",9909,226,150,"mastercard",102,"credit",264,87,,,2,1,0,0,1,377,273,9,,431
3449554,0,11902362,117,"W",14079,360,150,"mastercard",126,"debit",436,87,"gmail.com",,2,2,0,0,0,229,229,19,257,381
3449596,0,11903218,78.5,"W",9500,321,150,"visa",226,"debit",126,87,"gmail.com",,1,1,0,0,0,460,460,5,350,460
3449601,0,11903314,107.95,"W",7585,553,150,"visa",226,"credit",441,87,"hotmail.com",,3,3,0,0,2,82,82,0,17,275
3449619,0,11903651,19.92,"C",6883,120,203,"mastercard",224,"credit",,,"gmail.com","gmail.com",1,3,0,1,0,7,7,7,0,0
3449653,0,11904881,117,"W",6122,111,150,"mastercard",224,"debit",315,87,"anonymous.com",,1,1,0,0,0,0,,,0,425
3449657,0,11904940,57,"W",7919,194,150,"mastercard",166,"debit",126,87,"gmail.com",,1,3,0,0,0,5,5,2,0,5
3449664,0,11905056,59,"W",17635,565,150,"visa",226,"debit",126,87,,,1,1,0,0,0,10,10,3,,11
3449676,0,11905211,35.95,"W",6276,280,150,"mastercard",117,"debit",191,87,"gmail.com",,3,2,0,0,2,0,,,39,39
3449708,0,11905861,117,"W",6174,490,150,"visa",226,"debit",387,87,"gmail.com",,5,2,0,0,0,155,101,5,155,405
3449716,0,11905975,117,"W",6122,111,150,"mastercard",224,"debit",315,87,"anonymous.com",,1,1,0,0,0,0,0,0,0,425
3449756,0,11906758,260,"W",16560,476,150,"visa",126,"debit",204,87,"gmail.com",,2,2,0,0,0,39,39,38,200,200
3449758,0,11906778,200,"R",15093,225,150,"mastercard",195,"debit",181,87,"anonymous.com","anonymous.com",1,3,0,1,0,0,,,,
3449764,0,11906988,59,"W",1279,237,150,"mastercard",224,"debit",181,87,"gmail.com",,6,5,0,0,0,170,42,0,228,602
3449768,0,11907065,107.95,"W",2392,360,150,"mastercard",126,"debit",494,87,"icloud.com",,184,165,0,0,149,0,,,0,254
3449781,0,11907313,47.95,"W",5017,432,150,"visa",226,"debit",330,87,"gmail.com",,2,2,0,0,1,0,,,2,2
3449788,0,11907419,59,"W",1222,455,150,"visa",166,"debit",315,87,"gmail.com",,3,4,0,0,1,289,289,253,0,289
3449865,0,11908608,226,"W",3673,585,150,"visa",226,"credit",123,87,"gmail.com",,2,1,0,0,0,0,,,354,354
3449875,0,11908775,189.95,"W",11106,100,150,"visa",226,"credit",299,87,"gmail.com",,1,1,0,0,1,0,,,0,0
3449930,0,11909530,3.935,"C",10568,204,185,"visa",226,"credit",,,"anonymous.com","anonymous.com",2,4,0,1,0,0,,,4,4
3449955,0,11909876,50,"H",15333,562,150,"visa",226,"credit",170,87,"msn.com","msn.com",1,1,0,1,0,0,,,,
3449970,0,11910004,49,"W",6174,490,150,"visa",226,"debit",387,87,"gmail.com",,1,1,0,0,0,0,,0,0,0
3450017,0,11910827,709,"W",17085,361,150,"visa",226,"debit",448,87,"yahoo.com",,1,1,0,0,0,0,,,,
3450021,0,11910883,704,"W",17085,361,150,"visa",226,"debit",448,87,"yahoo.com",,1,1,0,0,0,0,,0,,
3450051,0,11911431,50.537,"C",9633,130,185,"visa",138,"debit",,,"yahoo.com.mx","yahoo.com.mx",1,2,0,1,0,130,130,130,130,130
3450054,0,11911465,46.5,"W",6293,512,150,"mastercard",117,"debit",191,87,"yahoo.com",,1,1,0,0,0,55,55,13,55,55
3450061,0,11911547,1218.95,"W",9350,111,150,"visa",162,"credit",299,87,"gmail.com",,1,1,0,0,1,0,,,,
3450121,0,11912297,49,"W",13530,455,150,"mastercard",224,"debit",324,87,"yahoo.com",,67,63,0,0,67,263,263,17,525,428
3450164,0,11912859,16.846,"C",3154,408,185,"mastercard",224,"debit",,,"hotmail.com","hotmail.com",2,2,0,1,0,0,,,,
3450167,0,11912878,58.95,"W",12695,490,150,"visa",226,"debit",325,87,"gmail.com",,1,1,0,0,2,24,24,24,,24
3450171,0,11912946,15.95,"W",15497,490,150,"visa",226,"debit",299,87,"yahoo.com",,73,63,0,0,87,173,173,148,569,569
3450176,0,11913015,100,"H",9303,298,150,"visa",226,"debit",476,87,"anonymous.com",,1,1,0,0,0,0,,,,
3450209,0,11913561,209.95,"W",12544,321,150,"visa",226,"debit",337,87,"gmail.com",,2,3,0,0,2,85,85,14,85,85
3450225,0,11913778,57.95,"W",15080,555,150,"visa",226,"debit",343,87,"hotmail.com",,1,1,0,0,1,92,92,44,93,93
3450250,0,11914118,107.95,"W",9680,111,150,"visa",226,"debit",436,87,"gmail.com",,4,3,0,0,2,620,620,17,445,621
3450256,0,11914187,30.95,"W",17188,321,150,"visa",226,"debit",485,87,"gmail.com",,12,10,0,0,8,613,613,20,64,475
3450257,0,11914191,87,"W",13597,198,150,"visa",226,"debit",191,87,"yahoo.com",,6,3,0,0,0,185,185,1,301,301
3450285,0,11914598,60,"W",12308,360,150,"visa",166,"debit",264,87,"gmail.com",,2,4,0,0,3,607,607,147,506,388
3450290,0,11914704,26.95,"W",12839,321,150,"visa",226,"debit",264,87,,,1,1,0,0,1,14,14,7,,14
3450301,0,11914951,14.755,"C",5254,414,143,"visa",226,"debit",,,"anonymous.com","anonymous.com",3,7,0,2,0,0,,0,0,0
3450307,0,11915051,50,"H",10486,514,150,"mastercard",219,"credit",315,87,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,,
3450310,0,11915077,26.5,"W",10661,127,150,"mastercard",224,"debit",191,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3450325,0,11915441,30.95,"W",18132,567,150,"mastercard",117,"debit",441,87,"yahoo.com",,3,2,0,0,1,0,,,417,417
3450373,0,11916423,74.083,"C",9633,130,185,"visa",138,"debit",,,"live.com.mx","live.com.mx",1,1,0,1,0,0,,,0,0
3450384,0,11916669,226,"W",17188,321,150,"visa",226,"debit",299,87,"gmail.com",,1,2,0,0,0,172,172,172,0,172
3450387,0,11916707,107.95,"W",1764,158,150,"visa",226,"debit",315,87,,,1,2,0,0,3,123,123,1,,124
3450395,0,11916823,36.888,"C",9938,375,185,"mastercard",224,"debit",,,"hotmail.com","hotmail.com",2,2,0,1,0,0,,,126,0
3450475,0,11917993,34.183,"C",5812,408,185,"mastercard",224,"debit",284,60,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,0,0
3450480,0,11918150,103.95,"W",5291,442,150,"visa",226,"debit",204,87,"gmail.com",,25,17,0,0,20,350,350,22,603,77
3450550,0,11919146,107.95,"W",17188,321,150,"visa",226,"debit",299,87,"att.net",,1,1,0,0,3,48,48,2,48,48
3450567,0,11919371,108.5,"W",5167,361,150,"visa",195,"debit",330,87,"aol.com",,4,3,0,0,0,107,107,3,213,213
3450568,0,11919377,29,"W",5033,269,150,"mastercard",224,"debit",330,87,,,2,2,0,0,0,4,4,5,,19
3450574,0,11919468,107.95,"W",14649,548,150,"visa",226,"debit",476,87,"gmail.com",,1,2,0,0,1,0,0,0,0,0
3450600,0,11920057,50,"H",2803,100,150,"visa",226,"debit",264,87,"gmail.com","yahoo.com",1,1,0,1,0,0,,,,
3450605,0,11920235,57.95,"W",6659,555,150,"visa",226,"debit",299,87,"gmail.com",,1,3,0,0,1,612,612,0,0,612
3450615,0,11920357,39,"W",6053,122,150,"mastercard",195,"debit",264,87,"gmail.com",,4,3,0,0,1,3,3,3,0,0
3450618,0,11920432,200,"R",13462,402,150,"visa",226,"debit",343,87,"gmail.com","gmail.com",1,1,0,1,0,0,,,,
3450648,0,11921117,117,"W",17635,565,150,"visa",226,"debit",325,87,"yahoo.com",,1,1,0,0,0,0,,,0,0
3450664,0,11921431,87.95,"W",15066,170,150,"mastercard",102,"credit",123,87,"yahoo.com",,32,29,0,0,22,0,,,115,194
3450716,0,11922473,100,"R",14384,214,150,"visa",195,"debit",420,87,"gmail.com","gmail.com",1,1,0,1,0,0,,,,
3450729,0,11922710,36,"W",3277,111,150,"visa",226,"debit",231,87,"yahoo.com",,2,5,0,0,0,287,287,24,255,287
3450754,0,11923094,35.95,"W",18018,452,150,"mastercard",117,"debit",264,87,"yahoo.com",,5,4,0,0,1,0,,,0,32
3450822,0,11924105,59,"W",16163,551,150,"visa",226,"debit",325,87,"gmail.com",,2,1,0,0,0,0,,,118,0
3450825,0,11924202,524.95,"W",7585,553,150,"visa",226,"credit",299,87,"hotmail.com",,1,2,0,0,1,54,54,53,53,0
3450844,0,11924409,26.744,"C",15885,545,185,"visa",138,"debit",,,"gmail.com","gmail.com",1,1,0,1,0,0,,,0,0
3450864,0,11924819,146,"W",2885,555,150,"visa",226,"credit",492,87,,,1,2,0,0,0,261,261,0,,83
3450917,0,11925874,100,"W",11815,206,150,"mastercard",126,"debit",433,87,"hotmail.com",,1,1,0,0,0,77,77,36,76,
3450948,0,11926490,57.95,"W",8225,543,150,"mastercard",224,"debit",264,87,"yahoo.com",,6,6,0,0,1,175,175,3,36,27
3450967,0,11926812,117,"W",14479,387,150,"visa",226,"credit",123,87,,,8,5,0,0,1,480,480,2,,479
3450998,0,11927623,68.95,"W",17188,321,150,"visa",226,"debit",310,87,"gmail.com",,7,6,0,0,7,39,39,14,,
3451002,0,11927636,35.95,"W",17188,321,150,"visa",226,"debit",315,87,"gmail.com",,2,3,0,0,2,7,3,2,2,7
3451019,0,11927893,35.95,"W",4526,571,150,"visa",226,"debit",181,87,"yahoo.com",,1,1,0,0,1,0,,,,
3451039,0,11928143,30.95,"W",12386,555,150,"visa",226,"debit",299,87,,,1,1,0,0,1,617,617,21,,
3451046,0,11928241,32.584,"C",5347,408,185,"mastercard",102,"debit",,,"gmail.com","gmail.com",1,1,0,1,0,0,,,,
3451050,0,11928298,189.95,"W",7664,490,150,"visa",226,"debit",264,87,"yahoo.com",,12,17,0,0,16,365,365,15,373,365
3451057,1,11928466,42.421,"C",10736,130,185,"visa",195,"credit",,,"hotmail.com","hotmail.com",0,1,0,1,0,0,,,,
3451098,0,11929238,160.95,"W",11162,346,150,"mastercard",224,"debit",299,87,"yahoo.com",,2,2,0,0,1,0,,,0,0
3451107,0,11929625,17.645,"C",3154,408,185,"mastercard",224,"debit",,,"gmail.com","gmail.com",1,1,0,1,0,0,,,,
3451152,0,11930449,385.99,"W",6053,122,150,"mastercard",195,"debit",512,87,"yahoo.com",,1,5,0,0,0,25,25,7,,
3451161,0,11930625,50,"S",2553,555,150,"visa",226,"credit",204,87,,"anonymous.com",1,1,1,1,0,0,,,,
3451178,0,11930939,50,"W",12583,404,150,"mastercard",102,"credit",325,87,"gmail.com",,4,3,0,0,1,0,,,169,398
3451201,0,11931306,35.95,"W",1444,490,150,"visa",166,"debit",204,87,"msn.com",,1,1,0,0,3,562,562,36,,
3451219,0,11931661,61.357,"C",11467,187,144,"visa",226,"credit",,,"gmail.com","gmail.com",1,1,0,1,0,0,,0,,
3451220,0,11931696,13.28,"C",11201,103,185,"visa",226,"debit",,,"gmail.com","gmail.com",1,1,0,1,0,0,,,,
3451269,0,11933109,107.95,"W",13249,111,150,"visa",226,"debit",264,87,"yahoo.com",,1,1,0,0,1,14,14,14,551,551
3451288,0,11933647,29.5,"W",7676,512,150,"visa",226,"debit",299,87,"gmail.com",,1,1,0,0,0,3,3,2,2,2
3451292,0,11933724,169.95,"W",11815,206,150,"mastercard",126,"debit",445,87,"gmail.com",,95,87,0,0,134,124,124,63,0,0
3451315,0,11934348,39,"W",9500,321,150,"visa",226,"debit",433,87,"yahoo.com",,1,1,0,0,0,0,,,0,0
3451328,0,11934852,103.97,"W",16132,111,150,"visa",226,"debit",299,87,"hotmail.com",,2,1,0,0,1,0,,,41,41
3451346,0,11935899,48.95,"W",13780,298,150,"visa",226,"debit",441,87,"bellsouth.net",,1,1,0,0,1,19,19,19,0,19
3451355,0,11936232,82.527,"C",7698,545,185,"visa",226,"credit",,,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,0,0
3451360,0,11936355,117,"W",9350,111,150,"visa",162,"credit",220,87,"gmail.com",,2,2,0,0,0,147,147,11,0,451
3451361,0,11936395,107.95,"W",7508,321,150,"visa",226,"debit",177,87,,,2,2,0,0,1,531,531,1,,531
3451365,0,11936495,57.95,"W",18132,567,150,"mastercard",117,"debit",204,87,"gmail.com",,1,1,0,0,1,34,34,34,34,34
3451371,0,11936777,67.95,"W",10057,225,150,"mastercard",224,"debit",441,87,"yahoo.com",,100,103,0,0,81,0,,,614,614
3451391,0,11937377,57.95,"W",8528,215,150,"visa",226,"debit",387,87,"yahoo.com",,3,4,0,0,1,127,127,67,609,609
3451407,0,11938097,15,"W",5700,122,150,"mastercard",126,"debit",327,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3451411,0,11938332,108.5,"W",6530,206,150,"mastercard",126,"debit",251,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3451475,0,11941935,75,"H",3670,111,150,"visa",226,"debit",420,87,"yahoo.com",,1,1,0,0,0,0,,,0,0
3451476,0,11941948,6.763,"C",5812,408,185,"mastercard",224,"debit",,,"hotmail.com","hotmail.com",1,2,0,1,0,140,,140,140,0
3451478,1,11942087,500,"R",6773,283,150,"mastercard",224,"debit",299,87,"gmail.com","gmail.com",3,4,0,3,0,0,0,,,
3451485,0,11943150,47.585,"C",10905,555,146,"mastercard",190,"credit",,,"gmail.com","gmail.com",1,2,0,1,0,1,1,1,1,1
3451486,0,11943277,108.95,"W",1444,490,150,"visa",166,"debit",264,87,"gmail.com",,2,1,0,0,1,9,9,9,3,3
3451490,0,11943510,117,"W",17188,321,150,"visa",226,"debit",299,87,,,106,107,0,0,60,392,370,1,,391
3451495,0,11944063,42.95,"W",10112,360,150,"visa",166,"debit",264,87,"yahoo.com",,2,1,0,0,4,242,242,21,621,0
3451497,0,11944840,57.95,"W",11351,216,150,"mastercard",102,"credit",203,87,"gmail.com",,109,87,0,0,122,216,216,214,414,615
3451503,0,11945439,29,"W",4121,361,150,"visa",226,"credit",325,87,"gmail.com",,3,6,0,0,0,67,67,8,157,387
3451511,0,11946407,25.95,"W",2616,327,150,"discover",102,"credit",315,87,"hotmail.com",,5,3,0,0,3,451,451,71,513,513
3451554,0,11960689,42.95,"W",9500,321,150,"visa",226,"debit",231,87,"yahoo.com",,3,3,0,0,1,0,,,620,620
3451564,0,11961840,67.95,"W",12364,483,150,"mastercard",224,"debit",325,87,"yahoo.com",,2,3,0,0,1,47,47,8,47,47
