loan_id,customer_id,age,gender,marital_status,education,employment_type,years_employed,annual_income,monthly_income,loan_amount,loan_term_months,interest_rate,credit_score,existing_loans,collateral_type,loan_purpose,debt_to_income,missed_payments_6m,months_with_bank,num_bank_products,default
LN001468,CUS01468,58,Male,Widowed,Secondary,Government Officer,16,3837525,316842,67726,180,6.8738168638872725,305,0,Real Estate,Personal Loan,0.0,6,22,1,1
LN001984,CUS01984,64,Male,Married,Bachelor,Self-Employed,5,1282158,114008,2021871,240,17.196759440468746,793,3,,Home Purchase,0.7597013271100169,2,116,4,1
LN000522,CUS00522,27,Male,Single,Primary,Government Officer,23,425457,29954,4130632,180,16.03060093173421,439,5,,Auto Loan,9.138105506956201,1,127,3,0
LN000023,CUS00023,49,Male,Widowed,Master,Self-Employed,12,1355616,133759,4407791,24,17.476011071303535,778,4,Vehicle,Education,18.1133628834921,3,173,2,0
LN000357,CUS00357,42,Female,Widowed,Secondary,Freelance,10,4037923,345677,2027150,12,4.695035868717293,751,3,Life Insurance,Auto Loan,6.0791343596135565,1,202,3,0
LN001278,CUS01278,24,Female,Divorced,Primary,Self-Employed,19,1834132,158566,3763849,48,14.032389348843532,479,3,Real Estate,Home Purchase,4.680432914920731,3,57,5,1
LN001313,CUS01313,33,Male,Widowed,Secondary,Freelance,24,2102673,180148,4785320,300,17.131605485592264,809,3,Life Insurance,Auto Loan,1.8509466531829173,3,111,2,1
LN001683,CUS01683,21,Female,Divorced,Vocational,Permanent Employee,11,566854,51027,1543081,12,10.360191461985371,548,0,Real Estate,Home Purchase,28.713875697993092,0,158,1,1
LN000341,CUS00341,62,Male,Widowed,Secondary,Contract Employee,30,4088622,331783,4108757,180,11.455278416969431,749,1,Real Estate,Medical,1.615937417010965,4,189,6,0
LN000432,CUS00432,57,Female,Divorced,Master,Permanent Employee,15,1552691,127536,436008,240,17.735971706316377,540,3,Life Insurance,Education,0.0,5,161,4,0
LN000474,CUS00474,24,Male,Divorced,Vocational,Self-Employed,33,2266136,174846,4482661,36,14.079697093261476,674,0,Fixed Deposit,Personal Loan,8.00593984344737,4,173,4,0
LN000218,CUS00218,55,Male,Divorced,Vocational,Business Owner,8,3836403,316279,2351323,12,16.684108423531022,587,3,Vehicle,Debt Consolidation,7.540320454256328,2,159,4,0
LN000912,CUS00912,32,Female,Divorced,Secondary,Contract Employee,28,607354,50680,2324867,240,17.802205889059305,775,5,Guarantor,Personal Loan,1.6509594357695923,3,131,3,0
LN001228,CUS01228,24,Female,Divorced,Primary,Self-Employed,20,1930538,158645,3693542,48,14.345614947758959,470,3,Real Estate,Home Purchase,5.8641825130494505,3,62,5,1
LN001597,CUS01597,33,Female,Widowed,Secondary,Business Owner,30,3851011,311430,1231866,12,16.456031485309737,337,4,Fixed Deposit,Business Expansion,4.293030892323932,0,22,3,1
LN001012,CUS01012,41,Female,Married,Secondary,Contract Employee,19,1564125,126987,1059134,24,3.7328285657418534,558,3,Fixed Deposit,Medical,5.378678111165033,0,128,3,1
LN001950,CUS01950,48,Male,Divorced,Secondary,Self-Employed,32,2647249,227800,2545664,36,10.43765184669494,306,3,,Auto Loan,4.613793818683575,0,96,2,1
LN000094,CUS00094,62,Male,Widowed,Master,Self-Employed,8,2562293,208294,322448,48,6.433895502020899,572,4,Fixed Deposit,Education,0.19978211811633226,4,190,4,0
LN001009,CUS01009,63,Female,Divorced,Bachelor,Contract Employee,2,2931875,254282,2662948,60,4.51825354185089,716,5,Life Insurance,Home Purchase,1.439909079436799,6,150,6,1
LN001071,CUS01071,40,Male,Married,Bachelor,Contract Employee,28,3089420,268865,4811705,84,10.343413860822823,744,4,Life Insurance,Personal Loan,1.7046313611912187,5,229,3,1
LN001093,CUS01093,31,Female,Married,Vocational,Business Owner,15,1512229,125691,2277383,12,16.50701796421061,830,2,,Personal Loan,18.414948214153657,2,56,1,1
LN001915,CUS01915,35,Male,Widowed,Bachelor,Permanent Employee,34,1198352,99370,4828257,180,6.358048777537994,791,1,Vehicle,Business Expansion,3.2678148510200615,6,33,3,1
LN001309,CUS01309,30,Female,Married,Secondary,Self-Employed,6,1138603,93490,3330274,36,15.496858639422287,624,4,,Auto Loan,9.521213007378265,3,103,1,1
LN000697,CUS00697,44,Female,Single,Secondary,Permanent Employee,22,1428608,121381,4264307,180,7.489576762622523,469,1,Life Insurance,Education,2.4979372124400125,1,203,6,0
LN001828,CUS01828,45,Female,Single,Primary,Government Officer,18,2428878,201185,2904027,24,4.879527968107235,609,2,Vehicle,Education,7.13803049989079,1,210,3,1
LN000997,CUS00997,32,Female,Widowed,Master,Government Officer,29,3248386,270975,3270624,36,14.868350567214955,794,3,Fixed Deposit,Auto Loan,4.656805306951231,3,127,1,0
LN000154,CUS00154,44,Male,Single,Vocational,Self-Employed,1,1283390,106357,2485831,60,7.3040657880446975,629,1,Life Insurance,Education,4.418135065023497,6,60,3,0
LN001100,CUS01100,39,Female,Divorced,Doctoral,Permanent Employee,29,3959026,322859,2520625,36,13.318250336607088,458,3,,Personal Loan,1.878866288545816,4,202,6,1
LN001719,CUS01719,63,Female,Widowed,Vocational,Self-Employed,15,2585877,211396,972363,48,11.932132186905044,660,1,Real Estate,Personal Loan,0.7409855169628288,5,155,6,1
LN001998,CUS01998,24,Female,Widowed,Primary,Freelance,22,2740902,230238,4298117,36,11.076105890342319,340,2,Vehicle,Home Purchase,6.030418675146172,2,89,4,1
LN000790,CUS00790,39,Female,Divorced,Master,Freelance,34,2372258,201793,1662188,12,4.8943368959451945,785,2,Fixed Deposit,Medical,8.633169395164765,6,63,1,0
LN000581,CUS00581,51,Male,Divorced,Master,Contract Employee,5,1280598,104336,2613873,12,5.291226977331946,837,3,,Home Purchase,24.57770772350055,6,195,5,0
LN000704,CUS00704,52,Male,Widowed,Primary,Business Owner,18,808695,57926,2217253,12,14.16734833130262,815,5,Vehicle,Business Expansion,34.050129846144415,5,78,2,0
LN001213,CUS01213,29,Female,Married,Bachelor,Contract Employee,27,717624,54463,2889967,84,9.191952174228863,324,5,Fixed Deposit,Business Expansion,7.045301351570886,2,74,5,1
LN001296,CUS01296,30,Female,Single,Secondary,Self-Employed,3,3449167,286235,2768897,24,4.911544118667121,404,1,Vehicle,Home Purchase,4.977609298859164,3,222,3,1
LN001666,CUS01666,55,Male,Widowed,Bachelor,Permanent Employee,29,1860709,165005,4755707,24,6.30161082366377,838,2,Life Insurance,Auto Loan,14.907867473535063,6,146,3,1
LN001261,CUS01261,41,Male,Widowed,Bachelor,Permanent Employee,16,2258624,191718,2211893,36,4.923738227687859,380,4,Guarantor,Debt Consolidation,3.8894372543467473,4,133,2,1
LN000488,CUS00488,34,Female,Married,Doctoral,Contract Employee,33,2336905,190774,343290,84,15.952205380351984,548,1,Guarantor,Education,1.1341260352186309,4,137,3,0
LN000560,CUS00560,22,Female,Married,Primary,Freelance,14,1191525,102867,766127,60,13.336557576807348,745,4,,Home Purchase,1.24910639576833,4,234,2,0
LN001142,CUS01142,63,Male,Single,Secondary,Business Owner,17,2071504,171951,3105018,36,14.049054768060822,418,3,Fixed Deposit,Auto Loan,5.557314213693851,5,63,5,1
LN001120,CUS01120,51,Male,Divorced,Secondary,Business Owner,36,2167337,179991,3977193,60,9.763939523199248,661,3,Life Insurance,Education,5.544844004840527,4,172,3,1
LN000802,CUS00802,42,Female,Widowed,Secondary,Freelance,11,4021588,331067,1951886,12,4.697709353476778,747,3,Life Insurance,Auto Loan,6.46263897787672,1,205,3,0
LN000513,CUS00513,59,Male,Married,Bachelor,Government Officer,30,1433694,118649,548573,48,6.460009820641341,473,4,,Education,0.5709138979070791,4,107,3,0
LN000634,CUS00634,28,Male,Married,Secondary,Contract Employee,30,2225323,177785,369465,48,13.788771579378567,557,5,Guarantor,Debt Consolidation,0.10926689724535293,1,157,6,0
LN001922,CUS01922,29,Female,Single,Secondary,Contract Employee,29,3325584,281965,4730389,36,11.114946771109604,419,3,Fixed Deposit,Medical,5.385131652076566,0,68,5,1
LN001788,CUS01788,53,Female,Married,Vocational,Freelance,22,3644000,291318,2298665,84,16.303605688862195,629,2,Fixed Deposit,Education,1.361701692657627,1,33,1,1
LN001546,CUS01546,45,Male,Widowed,Vocational,Freelance,25,2525805,220734,1824713,36,4.39240407335255,781,5,Vehicle,Medical,2.6027218108615444,4,139,1,1
LN001151,CUS01151,43,Male,Widowed,Bachelor,Freelance,15,2297798,183877,845725,120,7.784452342113241,333,4,Real Estate,Education,0.7667903511189991,5,106,2,1
LN000791,CUS00791,38,Male,Married,Primary,Government Officer,26,2999542,250809,165766,48,3.865621512079643,817,0,Life Insurance,Auto Loan,0.4460860727653294,0,31,3,0
LN000117,CUS00117,65,Male,Single,Master,Contract Employee,15,1111001,97681,4105204,60,4.273429541792999,837,4,,Education,9.204642928087308,1,6,1,0
LN000741,CUS00741,30,Female,Divorced,Master,Freelance,22,1080748,79392,4874846,36,15.384247956887831,627,2,,Debt Consolidation,19.047612740357902,1,80,5,0
LN001691,CUS01691,63,Male,Divorced,Doctoral,Freelance,0,2423211,203568,4373053,60,9.85985160205746,439,4,,Debt Consolidation,4.734714308887916,0,154,6,1
LN001082,CUS01082,30,Female,Married,Vocational,Contract Employee,30,2034114,174810,3954741,12,7.573662641468054,379,1,Guarantor,Business Expansion,22.72983596982794,4,175,3,1
LN000831,CUS00831,42,Female,Single,Master,Contract Employee,12,3640944,301371,2139124,84,4.241740501418601,421,3,Guarantor,Personal Loan,1.380714794463036,0,246,5,0
LN000120,CUS00120,40,Female,Married,Master,Contract Employee,0,1057805,91480,2811570,240,8.164023183167515,424,4,Vehicle,Education,1.0322178323567799,2,199,6,0
LN000657,CUS00657,49,Female,Single,Vocational,Business Owner,26,1536792,123500,1490069,240,12.761350582542994,405,0,Real Estate,Home Purchase,0.7019721156138152,5,176,6,0
LN001908,CUS01908,41,Male,Married,Master,Contract Employee,1,3217330,280656,3147476,48,9.11014099546481,325,3,Fixed Deposit,Personal Loan,2.5376849088357165,0,188,1,1
LN000636,CUS00636,55,Male,Widowed,Secondary,Government Officer,32,640479,65437,103053,240,17.195640776793915,401,2,Vehicle,Personal Loan,0.10783364514309224,1,186,6,0
LN000370,CUS00370,44,Female,Widowed,Secondary,Contract Employee,24,2830219,232740,2768001,180,4.170872340245276,666,2,Vehicle,Debt Consolidation,0.16641924909230188,5,29,2,0
LN000269,CUS00269,47,Male,Single,Primary,Business Owner,3,1223636,111965,807909,180,8.048851448651096,764,1,Real Estate,Home Purchase,0.7418406012867438,4,133,2,0
LN000656,CUS00656,63,Male,Divorced,Secondary,Government Officer,33,2095591,173014,81965,12,6.4456664614455885,850,0,Fixed Deposit,Home Purchase,2.1466044606648835,1,230,5,0
LN000936,CUS00936,62,Male,Divorced,Doctoral,Contract Employee,27,3784640,315086,3929300,180,5.675075665913138,796,3,Vehicle,Debt Consolidation,0.5568392921828926,3,148,1,0
LN000823,CUS00823,24,Female,Divorced,Primary,Permanent Employee,21,257851,21381,4776405,240,14.399307049794334,601,5,Real Estate,Debt Consolidation,9.769254047178347,4,142,6,0
LN000867,CUS00867,36,Male,Single,Doctoral,Government Officer,11,1691169,145257,3370555,300,4.037342658391685,793,4,Fixed Deposit,Home Purchase,1.5185274175937895,4,90,1,0
LN000047,CUS00047,46,Male,Single,Primary,Freelance,9,300559,21702,2425287,240,10.50473672599792,752,2,Real Estate,Home Purchase,5.517442382880528,4,30,2,0
LN001374,CUS01374,54,Male,Widowed,Bachelor,Government Officer,1,919790,67837,4065867,60,10.016494971268651,371,2,,Medical,10.57846103567684,3,8,3,1
LN001709,CUS01709,49,Male,Widowed,Primary,Government Officer,18,1080603,90274,799798,36,9.69670786935527,454,4,Vehicle,Medical,2.500878609628613,3,24,3,1
LN000992,CUS00992,41,Female,Widowed,Vocational,Freelance,6,3035711,254312,1932786,120,3.933656852936717,785,3,Real Estate,Personal Loan,1.2500727022493927,1,35,4,0
LN000877,CUS00877,44,Female,Single,Doctoral,Business Owner,0,2103557,184347,2085920,240,9.930213860046173,439,0,Real Estate,Home Purchase,1.0701600064871648,1,165,4,0
LN000774,CUS00774,55,Male,Single,Doctoral,Business Owner,15,1779525,142610,760873,120,7.143423428593353,728,5,,Education,0.008395722766665947,2,227,6,0
LN001220,CUS01220,56,Male,Single,Vocational,Business Owner,26,3831801,316731,4884377,36,14.369493865513036,751,1,Fixed Deposit,Auto Loan,5.5206153135697384,2,80,6,1
LN002000,CUS02000,50,Male,Divorced,Secondary,Business Owner,35,2053212,186646,3926904,60,9.361135270469353,658,3,Life Insurance,Education,4.704350995851628,4,173,3,1
LN000005,CUS00005,52,Female,Widowed,Primary,Business Owner,5,4106054,347688,3041030,60,10.211583120880315,566,0,Vehicle,Education,3.0533900865804693,5,157,2,0
LN001004,CUS01004,38,Female,Married,Bachelor,Business Owner,34,4023950,335790,4194312,84,15.518699632142173,577,2,,Debt Consolidation,2.353915725459696,0,53,4,1
LN001724,CUS01724,35,Male,Married,Secondary,Contract Employee,4,2054424,174152,4921084,24,11.056714672420517,320,4,Fixed Deposit,Business Expansion,13.883976860608652,5,91,4,1
LN000264,CUS00264,35,Female,Married,Secondary,Government Officer,0,526844,46775,3378477,120,12.357131105796492,794,3,Fixed Deposit,Business Expansion,7.968840133122037,2,200,4,0
LN001570,CUS01570,23,Female,Married,Master,Self-Employed,15,3634674,304873,4921379,120,6.837929404051861,483,1,Vehicle,Medical,0.9344680016469541,0,135,4,1
LN001831,CUS01831,60,Female,Divorced,Bachelor,Contract Employee,6,348004,29205,738644,120,8.4843071018811,358,2,Life Insurance,Personal Loan,2.6658990261049835,4,51,1,1
LN000444,CUS00444,54,Male,Single,Doctoral,Business Owner,16,1817479,152517,625809,120,6.737458659752288,710,5,,Education,1.1477608554685848,2,234,6,0
LN001003,CUS01003,40,Female,Married,Secondary,Business Owner,26,1814160,163195,1165794,36,11.323421116650449,419,2,Guarantor,Debt Consolidation,2.3960360138384056,6,37,3,1
LN001078,CUS01078,50,Female,Widowed,Secondary,Business Owner,29,4076494,344602,955708,120,3.4776340165335786,328,5,Real Estate,Business Expansion,0.8800725831394802,5,242,4,1
LN000838,CUS00838,29,Female,Single,Vocational,Government Officer,23,1087062,85746,3581349,84,13.476050317717144,696,2,Guarantor,Education,5.331396551247239,3,138,2,0
LN001791,CUS01791,52,Female,Widowed,Master,Self-Employed,33,3296737,283053,3186409,120,13.184056962119142,740,2,Guarantor,Personal Loan,1.7614930958343233,1,114,1,1
LN000305,CUS00305,42,Female,Divorced,Master,Self-Employed,6,1837619,150072,2723413,120,12.730169987799519,632,5,Vehicle,Auto Loan,1.489331615563128,5,88,1,0
LN001366,CUS01366,49,Male,Married,Vocational,Contract Employee,26,3632378,313523,4577121,48,11.666416253121254,323,0,Real Estate,Auto Loan,3.478817805168255,1,196,2,1
LN001558,CUS01558,49,Male,Married,Vocational,Contract Employee,25,3778619,309791,4730455,48,11.106801367735393,308,0,Real Estate,Auto Loan,4.409285033651121,1,197,2,1
LN000314,CUS00314,46,Male,Widowed,Vocational,Freelance,17,3876482,324114,3301610,84,11.010410855455586,789,3,Fixed Deposit,Business Expansion,1.3678860753091466,2,100,4,0
LN000150,CUS00150,37,Female,Married,Master,Government Officer,7,2460175,205082,305139,300,3.4973701055941597,649,5,Real Estate,Home Purchase,0.1707666636895913,1,231,5,0
LN001149,CUS01149,30,Female,Single,Secondary,Government Officer,23,1476064,125972,4363853,300,14.051564668213137,827,3,Vehicle,Personal Loan,2.299680576685588,4,12,4,1
LN001214,CUS01214,51,Female,Widowed,Doctoral,Self-Employed,32,2881946,236303,4361847,48,8.531363283740108,834,0,,Business Expansion,5.053382660423492,6,155,1,1
LN000575,CUS00575,44,Male,Single,Master,Self-Employed,23,2253619,192148,982528,36,7.836093249287924,491,5,Life Insurance,Home Purchase,1.4610506126826694,0,229,5,0
LN000051,CUS00051,32,Female,Widowed,Doctoral,Freelance,26,2958236,256643,1371970,240,12.617641754774304,679,4,Real Estate,Auto Loan,0.4460885652768755,4,197,6,0
LN001553,CUS01553,25,Male,Married,Secondary,Contract Employee,5,2448058,197530,2558965,60,9.047134830829519,546,2,Fixed Deposit,Medical,0.8960535493695365,3,94,5,1
LN000727,CUS00727,56,Male,Widowed,Secondary,Government Officer,32,819947,63456,399842,240,17.33857513057741,396,2,Vehicle,Personal Loan,0.34108485801247024,1,188,6,0
LN000834,CUS00834,26,Male,Single,Bachelor,Permanent Employee,25,3867841,319876,603901,120,14.887288130953134,617,2,Life Insurance,Debt Consolidation,0.4300021439008525,5,65,4,0
LN001378,CUS01378,23,Female,Divorced,Vocational,Permanent Employee,11,495494,54972,1559142,12,10.155068905107303,550,0,Real Estate,Home Purchase,28.97025670124972,0,150,1,1
LN001116,CUS01116,58,Male,Widowed,Secondary,Government Officer,16,3853028,316526,257827,180,6.95280625185477,300,0,Real Estate,Personal Loan,0.0,6,23,1,1
LN001167,CUS01167,27,Female,Married,Vocational,Self-Employed,16,946187,90342,1737451,60,3.693011084424547,668,4,Life Insurance,Business Expansion,3.8717463452751995,4,211,2,1
LN000471,CUS00471,55,Male,Widowed,Secondary,Contract Employee,30,1337505,110092,4869314,240,9.370116652712564,638,4,Life Insurance,Business Expansion,2.743339970082533,3,18,6,0
LN000972,CUS00972,63,Female,Single,Master,Government Officer,4,2184673,182197,2569616,240,7.71174480365681,517,2,Fixed Deposit,Education,0.5323664871277987,0,102,5,0
LN000654,CUS00654,41,Female,Widowed,Secondary,Freelance,11,4060688,337024,2021595,12,4.240024909615469,758,3,Life Insurance,Auto Loan,5.283626523056355,1,200,3,0
LN000400,CUS00400,64,Male,Widowed,Secondary,Contract Employee,30,4088715,329352,4100175,180,11.157082056383889,748,1,Real Estate,Medical,0.9483817681636781,4,191,6,0
LN000512,CUS00512,34,Female,Widowed,Master,Contract Employee,17,1060965,87574,3664730,24,14.290047061932881,572,0,Vehicle,Auto Loan,21.588382373424732,6,61,5,0
LN000321,CUS00321,53,Female,Single,Primary,Self-Employed,8,3110147,265177,3925995,48,18.032957759474137,706,5,Real Estate,Auto Loan,3.305131658573962,3,228,6,0
LN000020,CUS00020,49,Male,Widowed,Bachelor,Business Owner,18,1858397,159901,2962422,180,5.707113479728439,674,5,,Debt Consolidation,1.1699379193717376,1,205,5,0
LN000685,CUS00685,55,Male,Married,Vocational,Freelance,19,1746031,150543,409374,240,13.598550658511767,505,3,Real Estate,Medical,0.0,1,93,1,0
LN000036,CUS00036,42,Female,Married,Secondary,Freelance,32,3314758,271983,691119,180,6.60593218004758,764,3,,Medical,0.0,4,38,6,0
LN000903,CUS00903,30,Female,Single,Doctoral,Permanent Employee,23,1019554,91902,2142402,60,6.471750878327311,667,3,Vehicle,Business Expansion,4.641478735595025,3,208,2,0
LN001779,CUS01779,49,Male,Married,Primary,Freelance,18,3398492,281978,1103440,24,4.516973957843948,360,1,Real Estate,Debt Consolidation,1.3132515764994244,5,133,4,1
LN000828,CUS00828,53,Male,Married,Primary,Self-Employed,26,3644403,299822,3306199,24,12.299028344061279,802,0,Life Insurance,Auto Loan,6.327766879593854,6,109,6,0
LN001854,CUS01854,54,Female,Single,Doctoral,Contract Employee,9,221657,25746,1151175,240,17.891912425311805,639,1,Life Insurance,Personal Loan,2.0307864896630914,6,138,6,1
LN000408,CUS00408,24,Male,Divorced,Bachelor,Self-Employed,20,2898644,244863,251981,60,10.09238520654985,606,3,Real Estate,Auto Loan,0.0,3,156,5,0
LN000921,CUS00921,34,Female,Widowed,Primary,Freelance,24,3742184,305118,3190774,180,14.841557805183138,761,3,,Personal Loan,0.5986343473092357,2,205,3,0
LN000538,CUS00538,29,Female,Married,Doctoral,Contract Employee,0,3482354,294979,2004532,240,5.743721949040079,602,5,,Medical,0.0,1,136,5,0
LN000759,CUS00759,36,Female,Married,Master,Government Officer,7,2407971,213728,354687,300,3.66576004107642,663,5,Real Estate,Home Purchase,0.0,1,237,5,0
LN001905,CUS01905,32,Female,Widowed,Vocational,Freelance,14,483606,49903,3165550,36,9.229004443285273,608,5,,Personal Loan,22.416094399397483,6,69,1,1
LN001063,CUS01063,64,Female,Widowed,Vocational,Self-Employed,15,2534694,209425,959037,48,11.73404494512085,664,1,Real Estate,Personal Loan,1.4037668086588597,5,153,6,1
LN001200,CUS01200,48,Male,Divorced,Secondary,Permanent Employee,7,3886732,312385,107008,120,5.621104091709721,395,3,Fixed Deposit,Home Purchase,0.7188815373528494,0,67,6,1
LN000246,CUS00246,44,Female,Widowed,Master,Government Officer,2,963847,90088,2565197,180,7.320758568346525,756,0,,Home Purchase,2.2064138872203385,1,128,5,0
LN001417,CUS01417,26,Male,Married,Secondary,Contract Employee,5,2436007,208574,2639806,60,8.792734760810589,533,2,Fixed Deposit,Medical,2.0044751257785913,3,98,5,1
LN001128,CUS01128,25,Female,Widowed,Primary,Freelance,23,2810000,237226,4290632,36,10.671788420460018,339,2,Vehicle,Home Purchase,6.331463897361189,2,86,4,1
LN000785,CUS00785,63,Male,Widowed,Secondary,Self-Employed,4,3260899,261831,1557267,36,4.932103191918599,317,5,Real Estate,Personal Loan,2.412922174883575,0,83,3,0
LN001743,CUS01743,62,Male,Divorced,Vocational,Permanent Employee,26,668409,52582,4739027,12,4.197174568110906,575,1,,Personal Loan,87.36930527860207,4,8,4,1
LN000490,CUS00490,24,Female,Divorced,Primary,Permanent Employee,20,306496,31857,4708570,240,14.567392562764912,607,5,Real Estate,Debt Consolidation,8.24737157716351,4,155,6,0
LN000155,CUS00155,26,Female,Widowed,Master,Freelance,25,3808500,316104,4558318,60,17.376197816027318,633,3,Life Insurance,Education,3.1915741031494367,4,198,4,0
LN000962,CUS00962,61,Male,Divorced,Bachelor,Permanent Employee,0,1917723,165850,1955416,300,4.2240306742999,317,1,Real Estate,Home Purchase,0.40741000060375204,0,63,2,0
LN000854,CUS00854,29,Female,Divorced,Bachelor,Contract Employee,19,3036474,244067,3362894,300,15.578779373204291,753,5,Real Estate,Home Purchase,0.24241244359697495,0,83,4,0
LN001312,CUS01312,30,Female,Divorced,Doctoral,Business Owner,8,3786392,306010,42051,180,4.654493395693124,447,4,Guarantor,Personal Loan,0.0,4,230,1,1
LN000626,CUS00626,27,Female,Widowed,Secondary,Business Owner,28,265760,6300,2940830,120,5.519994368969927,806,1,Fixed Deposit,Personal Loan,19.396070376749748,4,49,2,0
LN000686,CUS00686,39,Female,Divorced,Secondary,Permanent Employee,33,1311930,106829,4382264,36,7.881333747109328,726,2,,Debt Consolidation,14.01823518946601,6,35,5,0
LN001562,CUS01562,47,Male,Married,Master,Contract Employee,18,3809296,312166,2629527,24,13.039814392549411,374,4,Life Insurance,Auto Loan,4.162117321885435,4,154,3,1
LN000570,CUS00570,59,Female,Married,Doctoral,Freelance,17,471453,45389,1000,84,16.862395914020855,326,3,Fixed Deposit,Personal Loan,0.0,5,66,1,0
LN001909,CUS01909,29,Female,Divorced,Doctoral,Business Owner,8,3811525,313327,180297,180,4.7350711696747565,433,4,Guarantor,Personal Loan,0.6739450230146748,4,225,1,1
LN000018,CUS00018,64,Male,Single,Primary,Freelance,27,4215047,348852,3685104,240,10.136314003676468,670,2,Fixed Deposit,Auto Loan,0.7839391578122846,5,76,6,0
LN000128,CUS00128,32,Male,Divorced,Doctoral,Freelance,26,4098945,340140,2646980,84,9.007885239131458,641,0,Fixed Deposit,Medical,0.4164681980016425,2,188,2,0
LN001347,CUS01347,53,Male,Divorced,Master,Self-Employed,6,3403293,280988,3877313,120,14.88259795607007,480,2,Vehicle,Auto Loan,1.2203746807299933,5,16,4,1
LN001280,CUS01280,62,Male,Divorced,Vocational,Permanent Employee,26,671771,59288,4818155,12,4.013974641625577,581,1,,Personal Loan,87.16349628503488,4,10,4,1
LN001969,CUS01969,42,Female,Married,Primary,Government Officer,31,1413630,114248,1824828,84,15.850918073883765,825,1,Vehicle,Debt Consolidation,1.9565938671408556,1,24,2,1
LN000928,CUS00928,44,Female,Widowed,Master,Government Officer,2,1066173,82293,2637205,180,7.3243151953093495,734,0,,Home Purchase,2.351228354565806,1,124,5,0
LN000981,CUS00981,29,Male,Single,Secondary,Government Officer,14,906006,74938,1612731,36,16.62773590129057,514,2,Real Estate,Personal Loan,6.049656102513383,5,53,2,0
LN001965,CUS01965,55,Male,Widowed,Bachelor,Government Officer,0,1002260,74298,4152190,60,9.896608523043984,371,2,,Medical,10.260092846092276,3,6,3,1
LN000191,CUS00191,51,Male,Widowed,Secondary,Business Owner,34,673768,59436,1509245,120,5.804276409344469,580,4,Life Insurance,Education,3.4838620206483757,4,18,6,0
LN001140,CUS01140,62,Male,Single,Secondary,Business Owner,18,2002846,176534,3171813,36,13.701563838694783,408,3,Fixed Deposit,Auto Loan,6.8202555111757475,5,61,5,1
LN000993,CUS00993,52,Male,Married,Secondary,Government Officer,31,2507671,214049,559036,240,4.175031432587766,813,5,Vehicle,Debt Consolidation,0.25224818246966385,3,185,3,0
LN001956,CUS01956,46,Male,Widowed,Vocational,Freelance,25,2671069,228530,1881168,36,4.016828697040175,774,5,Vehicle,Medical,3.1419462103919247,4,144,1,1
LN001657,CUS01657,63,Male,Divorced,Doctoral,Freelance,0,2477306,208882,4381438,60,10.288040597541666,440,4,,Debt Consolidation,3.535581738340133,0,152,6,1
LN000607,CUS00607,32,Male,Divorced,Vocational,Self-Employed,29,4017660,332582,1618350,36,9.54712015940708,592,1,,Education,1.3845096989684849,6,108,1,0
LN000181,CUS00181,39,Female,Divorced,Secondary,Permanent Employee,33,1289702,110757,4137405,36,7.761721057824348,713,2,,Debt Consolidation,13.796819823746409,6,39,5,0
LN000302,CUS00302,39,Female,Divorced,Secondary,Permanent Employee,32,1195285,99246,4326884,36,7.854610153414026,712,2,,Debt Consolidation,13.276855869973263,6,40,5,0
LN000497,CUS00497,37,Female,Married,Master,Contract Employee,0,307073,34216,139293,60,10.137433164469632,681,1,Vehicle,Debt Consolidation,0.3389517787222251,6,223,6,0
LN001721,CUS01721,30,Female,Divorced,Doctoral,Business Owner,9,3690618,308805,85169,180,4.835076887243199,449,4,Guarantor,Personal Loan,0.4965099032663075,4,219,1,1
LN001710,CUS01710,23,Female,Divorced,Primary,Self-Employed,19,2015705,154688,3662800,48,14.009277770094728,486,3,Real Estate,Home Purchase,5.135129987283136,3,63,5,1
LN001888,CUS01888,49,Male,Widowed,Master,Contract Employee,4,2977591,244203,1129769,12,8.10647274757327,789,0,,Home Purchase,4.531296689118096,0,180,2,1
LN001992,CUS01992,39,Female,Divorced,Doctoral,Permanent Employee,29,3972713,329477,2568059,36,13.055055282029352,448,3,,Personal Loan,2.932973969913397,4,205,6,1
LN000518,CUS00518,38,Female,Divorced,Secondary,Permanent Employee,32,1293476,106834,4448220,36,8.327408176165823,731,2,,Debt Consolidation,13.437428705381958,6,41,5,0
LN001985,CUS01985,39,Male,Divorced,Master,Business Owner,8,1598937,126773,1466777,84,6.565064890367592,733,4,Life Insurance,Auto Loan,1.3807282080145264,3,161,1,1
LN001070,CUS01070,37,Female,Single,Vocational,Freelance,17,3109896,247816,4786733,180,5.665868201271398,302,0,Real Estate,Debt Consolidation,0.9618448163968274,6,40,6,1
LN000477,CUS00477,56,Female,Widowed,Vocational,Permanent Employee,2,337846,35325,158926,240,4.19113079403048,699,4,Real Estate,Debt Consolidation,0.6683522137413673,3,11,3,0
LN000158,CUS00158,27,Male,Single,Doctoral,Self-Employed,35,2880517,237934,886429,84,3.429147581420449,590,1,,Business Expansion,0.9713020455080317,2,48,3,0
LN001244,CUS01244,34,Female,Married,Bachelor,Permanent Employee,13,1100018,85458,1747896,48,15.087771789747755,803,1,Real Estate,Debt Consolidation,5.491433497225003,4,158,5,1
